Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
bobby socks,#REF!,#REF!,Gray,No,480,120,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,formal; work,2,No,For sale,1.0.0,Yes,SocksTexFolded1,604,10017,a9aLEHyXSdpHqYLm8
bobby socks,#REF!,#REF!,Black,No,480,120,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,formal; work,3,No,For sale,1.0.0,Yes,SocksTexFolded2,604,10018,iby3kB32wD5rkxYod
bobby socks,#REF!,#REF!,Brown,No,480,120,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,formal; work,4,No,For sale,1.0.0,Yes,SocksTexFolded3,604,10019,ZH9uTJSirjyNrH3Qw
color-blocked socks,#REF!,#REF!,White,No,840,210,23,White,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,1,No,For sale,1.0.0,Yes,SocksTexMultiblock5,612,9899,bxt6nkbfnX6KEKifX
color-blocked socks,#REF!,#REF!,Pink,No,840,210,23,Pink,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,2,No,For sale,1.0.0,Yes,SocksTexMultiblock7,612,9901,3Y9LcSKLMJbT5YJfH
color-blocked socks,#REF!,#REF!,Lime,No,840,210,23,Green,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,3,No,For sale,1.0.0,Yes,SocksTexMultiblock6,612,9900,jDEgNFRCGWgFw5hNq
color-blocked socks,#REF!,#REF!,Green,No,840,210,23,Green,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,4,No,For sale,1.0.0,Yes,SocksTexMultiblock1,612,9895,gSZ3co7FeNLM2DqmZ
color-blocked socks,#REF!,#REF!,Blue,No,840,210,23,Blue,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,5,No,For sale,1.0.0,Yes,SocksTexMultiblock3,612,9897,EKGnqpYcYK5KDre8R
color-blocked socks,#REF!,#REF!,Purple,No,840,210,23,Purple,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,6,No,For sale,1.0.0,Yes,SocksTexMultiblock0,612,5180,5nRBXNdkdjyAjs5RQ
color-blocked socks,#REF!,#REF!,Brown,No,840,210,23,Brown,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,7,No,For sale,1.0.0,Yes,SocksTexMultiblock2,612,9896,tTwmQJF35W2CdDRNL
color-blocked socks,#REF!,#REF!,Beige,No,840,210,23,Beige,Colorful,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Elegant,everyday,8,No,For sale,1.0.0,Yes,SocksTexMultiblock4,612,9898,tkbYFgGoKnqAJZ49K
compression tights,#REF!,#REF!,Red,No,600,150,23,Black,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,1,No,For sale,1.0.0,Yes,SocksTexCompression4,603,9793,qrFTn5ab3j4nHqzwd
compression tights,#REF!,#REF!,Pink,No,600,150,23,Black,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,2,No,For sale,1.0.0,Yes,SocksTexCompression2,603,9791,SsdRjyHarAqc72Kmv
compression tights,#REF!,#REF!,Yellow,No,600,150,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,3,No,For sale,1.0.0,Yes,SocksTexCompression1,603,9790,otHYAzdH3cf86yKEo
compression tights,#REF!,#REF!,Mint,No,600,150,23,Black,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,4,No,For sale,1.0.0,Yes,SocksTexCompression3,603,9792,j6AcTLGBGdk9xgThP
compression tights,#REF!,#REF!,Blue,No,600,150,23,Black,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,outdoorsy; sporty; work,5,No,For sale,1.0.0,Yes,SocksTexCompression0,603,5170,Fc8uttzc2hwQM7RKw
country socks,#REF!,#REF!,Black ribbons,No,720,180,51,White,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Simple,formal; work,1,No,For sale,1.0.0,Yes,SocksTexCountry3,926,8944,ptJF3tBrJxAYRLT5T
country socks,#REF!,#REF!,Red ribbons,No,720,180,51,White,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Simple,formal; work,2,No,For sale,1.0.0,Yes,SocksTexCountry0,926,6044,wgBZqqpZomaTLZhcz
country socks,#REF!,#REF!,Green ribbons,No,720,180,51,White,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Simple,formal; work,3,No,For sale,1.0.0,Yes,SocksTexCountry1,926,8942,RWpifRdqLmYQL5dGf
country socks,#REF!,#REF!,Blue ribbons,No,720,180,51,White,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Simple,formal; work,4,No,For sale,1.0.0,Yes,SocksTexCountry2,926,8943,mDTdqvPWaESchMEGe
crocheted socks,#REF!,#REF!,Gray,No,600,150,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Elegant,Simple,everyday; comfy,1,No,For sale,1.0.0,Yes,SocksTexCrocheting1,626,8939,mopfLb9yhXEj9qXS2
crocheted socks,#REF!,#REF!,Purple,No,600,150,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Elegant,Simple,everyday; comfy,2,No,For sale,1.0.0,Yes,SocksTexCrocheting2,626,8940,PT7ZGkfTfkvtkBmJx
crocheted socks,#REF!,#REF!,Blue,No,600,150,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Elegant,Simple,everyday; comfy,3,No,For sale,1.0.0,Yes,SocksTexCrocheting3,626,8941,k8aPtaZcFrRZwZvD6
crocheted socks,#REF!,#REF!,Beige,No,600,150,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Elegant,Simple,everyday; comfy,4,No,For sale,1.0.0,Yes,SocksTexCrocheting0,626,5202,phkn7YMAHEZZFyC3L
denim leggings,#REF!,#REF!,Indigo blue,No,540,135,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; outdoorsy; sporty,1,No,For sale,1.0.0,Yes,SocksTexDenimleggings1,539,9782,zX9ge6E48pkgAtvJG
denim leggings,#REF!,#REF!,Light blue,No,540,135,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; outdoorsy; sporty,2,No,For sale,1.0.0,Yes,SocksTexDenimleggings3,539,9784,kJjSEP42iYeHw2XTP
denim leggings,#REF!,#REF!,Saxon blue,No,540,135,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; outdoorsy; sporty,3,No,For sale,1.0.0,Yes,SocksTexDenimleggings2,539,9783,z4ygu9Huw9NGZBeYZ
denim leggings,#REF!,#REF!,Blue,No,540,135,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; outdoorsy; sporty,4,No,For sale,1.0.0,Yes,SocksTexDenimleggings0,539,4745,3FSnfcpAYm5Fjbctc
dotted knee-high socks,#REF!,#REF!,Gray,No,720,180,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Cute,Simple,everyday,1,No,For sale,1.0.0,Yes,SocksTexDotknee3,1188,12181,wJw3R2v2MKdSepbvE
dotted knee-high socks,#REF!,#REF!,Black,No,720,180,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Cute,Simple,everyday,2,No,For sale,1.0.0,Yes,SocksTexDotknee0,1188,12174,NvX65fPWJDEAJdBh8
dotted knee-high socks,#REF!,#REF!,Yellow,No,720,180,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday,3,No,For sale,1.0.0,Yes,SocksTexDotknee1,1188,12179,2yn8c76aCod8W6H9t
dotted knee-high socks,#REF!,#REF!,Cyan,No,720,180,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday,4,No,For sale,1.0.0,Yes,SocksTexDotknee2,1188,12180,Kvp83zH2Qcp6XeJro
embroidered-flower tights,#REF!,#REF!,Black,No,1000,250,51,Black,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,1,No,For sale,1.0.0,Yes,SocksTexEmbroidery1,628,9907,SiWtz8aTYoK75JfRz
embroidered-flower tights,#REF!,#REF!,Green,No,1000,250,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,2,No,For sale,1.0.0,Yes,SocksTexEmbroidery2,628,9908,jPQA8CohQNBhSwsiq
embroidered-flower tights,#REF!,#REF!,Blue,No,1000,250,51,Blue,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,3,No,For sale,1.0.0,Yes,SocksTexEmbroidery4,628,9910,fmZu6dNagF4XW6rvd
embroidered-flower tights,#REF!,#REF!,Purple,No,1000,250,51,Purple,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,4,No,For sale,1.0.0,Yes,SocksTexEmbroidery5,628,9911,iivtbk5pG2i2asvBC
embroidered-flower tights,#REF!,#REF!,Brown,No,1000,250,51,Brown,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,5,No,For sale,1.0.0,Yes,SocksTexEmbroidery0,628,5204,qAsvxHbnuC6DDNZjG
embroidered-flower tights,#REF!,#REF!,Beige,No,1000,250,51,Beige,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Cute,Elegant,everyday; fairy tale; party,6,No,For sale,1.0.0,Yes,SocksTexEmbroidery3,628,9909,fwcHa7FkHcm4BZdYP
everyday socks,#REF!,#REF!,White,No,600,150,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Simple,Simple,everyday; work,1,No,For sale,1.0.0,Yes,SocksTexDailysocks5,1059,10038,4s4vWXEwkLbb3efNb
everyday socks,#REF!,#REF!,Gray,No,600,150,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,2,No,For sale,1.0.0,Yes,SocksTexDailysocks3,1059,10036,RYHfit78bZMtfDcGL
everyday socks,#REF!,#REF!,Black,No,600,150,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,3,No,For sale,1.0.0,Yes,SocksTexDailysocks1,1059,10034,Pe45hBHF5EJnYr9Es
everyday socks,#REF!,#REF!,Navy blue,No,600,150,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Simple,Simple,everyday; work,4,No,For sale,1.0.0,Yes,SocksTexDailysocks2,1059,10035,MyTLF7gvqar4TjoR3
everyday socks,#REF!,#REF!,Brown,No,600,150,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,5,No,For sale,1.0.0,Yes,SocksTexDailysocks0,1059,9645,7NubAsby6JGtDjkQE
everyday socks,#REF!,#REF!,Beige,No,600,150,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; work,6,No,For sale,1.0.0,Yes,SocksTexDailysocks4,1059,10037,AjdoBNEpkupPceJ4z
everyday tights,#REF!,#REF!,White,No,720,180,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer; Winter,Free,Simple,Simple,everyday; work,1,No,For sale,1.0.0,Yes,SocksTexDailytights3,1050,9684,iENLav487Pt8WgfWk
everyday tights,#REF!,#REF!,Light gray,No,720,180,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; work,2,No,For sale,1.0.0,Yes,SocksTexDailytights1,1050,9682,GG4hZNfY85kX42aEe
everyday tights,#REF!,#REF!,Gray,No,720,180,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Simple,Simple,everyday; work,3,No,For sale,1.0.0,Yes,SocksTexDailytights2,1050,9683,HWnMuGqHxjQLh7yDJ
everyday tights,#REF!,#REF!,Black,No,720,180,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; work,4,No,For sale,1.0.0,Yes,SocksTexDailytights0,1050,9581,rh6Bpp5D5QL7QXt7F
everyday tights,#REF!,#REF!,Navy blue,No,720,180,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,everyday; work,5,No,For sale,1.0.0,Yes,SocksTexDailytights4,1050,9685,Byc5JuPksWfY4wprE
everyday tights,#REF!,#REF!,Beige,No,720,180,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Simple,Simple,everyday; work,6,No,For sale,1.0.0,Yes,SocksTexDailytights5,1050,9686,w9RMWiq6CjrmwWJtN
fishnet tights,#REF!,#REF!,White,No,480,120,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Cool,party; theatrical,1,No,For sale,1.0.0,Yes,SocksTexAmitights1,48,9659,gsjb2cGwKR3nQswoP
fishnet tights,#REF!,#REF!,Black,No,480,120,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Elegant,Cool,party; theatrical,2,No,For sale,1.0.0,Yes,SocksTexAmitights0,48,3096,3tL4DiJ9rWHthc9Pk
fishnet tights,#REF!,#REF!,Red,No,480,120,51,Red,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Elegant,Cool,party; theatrical,3,No,For sale,1.0.0,Yes,SocksTexAmitights2,48,9660,48n6aHZGEPnDEK9jx
flowery-dot tights,#REF!,#REF!,White,No,720,180,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,All Year,Free,Elegant,Cute,fairy tale; formal; party; theatrical,1,No,For sale,1.0.0,Yes,SocksTexFlowerdot0,879,5804,PMGBtgwgdqyfgFLGT
flowery-dot tights,#REF!,#REF!,Black,No,720,180,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,Winter,Free,Elegant,Cute,fairy tale; formal; party; theatrical,2,No,For sale,1.0.0,Yes,SocksTexFlowerdot4,879,9920,Can7JCiG9L8Hm9TDc
flowery-dot tights,#REF!,#REF!,Pink,No,720,180,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Cute,fairy tale; formal; party; theatrical,3,No,For sale,1.0.0,Yes,SocksTexFlowerdot1,879,9917,iPqdJXpkmoQHFa3bk
flowery-dot tights,#REF!,#REF!,Yellow,No,720,180,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Cute,fairy tale; formal; party; theatrical,4,No,For sale,1.0.0,Yes,SocksTexFlowerdot3,879,9919,MKk8HkGiw8Dm5isEd
flowery-dot tights,#REF!,#REF!,Blue,No,720,180,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Cute,fairy tale; formal; party; theatrical,5,No,For sale,1.0.0,Yes,SocksTexFlowerdot2,879,9918,LQLHZmbq5ooLpTaSc
frilly knee-high socks,#REF!,#REF!,Black,No,840,210,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,1,No,For sale,1.0.0,Yes,SocksTexFrilledknee0,605,5172,vmXP6mnS88memLCX4
