Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
browline glasses (Green),Green,False,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassThurmont2.png,"['Lolly', 'Elise', 'Quinn', 'School']"
browline glasses (Brown),Brown,False,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassThurmont1.png,"['Lolly', 'Elise', 'Quinn', 'School']"
bubblegum (White),White,False,140,35,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum4.png,['Hopkins']
bubblegum (Pink),Pink,False,140,35,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum0.png,['Hopkins']
bubblegum (Yellow),Yellow,False,140,35,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum2.png,['Hopkins']
bubblegum (Green),Green,False,140,35,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum3.png,['Hopkins']
bubblegum (Blue),Blue,False,140,35,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum1.png,['Hopkins']
bunny nose (White),White,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRabbit2.png,"['Ruby', 'Bangle']"
bunny nose (Pink),Pink,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRabbit0.png,"['Ruby', 'Bangle']"
bunny nose (Yellow),Yellow,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRabbit1.png,"['Ruby', 'Bangle']"
butterfly shades (Blue),Blue,False,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassButterfly0.png,"['Cherry', 'Elise', 'Wolfgang']"
butterfly shades (Red),Red,False,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassButterfly1.png,"['Cherry', 'Elise', 'Wolfgang']"
butterfly shades (Brown),Brown,False,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassButterfly2.png,"['Cherry', 'Elise', 'Wolfgang']"
candy-skull mask (Orange),Orange,False,,800,Gulliver,,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthCatrina1.png,From player catalog after 27th home
candy-skull mask (Blue),Blue,False,,800,Gulliver,,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthCatrina2.png,From player catalog after 27th home
candy-skull mask (Purple),Purple,False,,800,Gulliver,,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthCatrina0.png,From player catalog after 27th home
cat nose (White),White,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCat0.png,['Bangle']
cat nose (Navy blue),Navy blue,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCat2.png,['Bangle']
cat nose (Brown),Brown,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCat1.png,['Bangle']
cucumber pack,,False,490,122,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCucumber.png,"['Pango', 'Gigi', 'Lyman', 'Azalea']"
curly mustache (Hair Color),,False,700,175,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRollingmustacheBlack.png,"['Pudge', 'Hippeux']"
cyber shades (Silver),Silver,False,1300,325,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber2.png,"['Jacques', 'Kid Cat', 'Cyd', 'Biff', 'Elise']"
cyber shades (Black),Black,False,1300,325,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber1.png,"['Jacques', 'Kid Cat', 'Cyd', 'Biff', 'Elise']"
cyber shades (Red),Red,False,1300,325,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber0.png,"['Jacques', 'Kid Cat', 'Cyd', 'Biff', 'Elise']"
cyber shades (Yellow),Yellow,False,1300,325,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber5.png,"['Jacques', 'Kid Cat', 'Cyd', 'Biff', 'Elise']"
cyber shades (Green),Green,False,1300,325,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber4.png,"['Jacques', 'Kid Cat', 'Cyd', 'Biff', 'Elise']"
cyber shades (Purple),Purple,False,1300,325,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber3.png,"['Jacques', 'Kid Cat', 'Cyd', 'Biff', 'Elise']"
DAL eye mask,,False,,1010,Dodo Airlines,Received in mail from DAL after 15 flights,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDalmask0.png,From player catalog after 27th home
DAL sunglasses,,False,,1010,Dodo Airlines,Received in mail from DAL after 75 flights,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDalglass0.png,From player catalog after 27th home
doctor's mask,,False,140,35,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthMaskWhite.png,"['Murphy', 'Fuchsia', 'Raddle', 'Hospital']"
dog nose (White),White,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthDog0.png,"['Maddie', 'Bangle']"
dog nose (Black),Black,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthDog2.png,"['Maddie', 'Bangle']"
dog nose (Beige),Beige,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthDog1.png,"['Maddie', 'Bangle']"
double nose tissues,,False,140,35,Able Sisters,,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthTissuedouble0.png,['Hospital']
double-bridge glasses (Silver),Silver,False,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDoublebridge2.png,['Elise']
double-bridge glasses (Gold),Gold,False,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDoublebridge0.png,"['Pudge', 'Elise', 'Rowan']"
double-bridge glasses (Blue),Blue,False,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDoublebridge3.png,['Elise']
double-bridge glasses (Purple),Purple,False,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDoublebridge1.png,['Elise']
drinking-straw glasses (White),White,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthStraw3.png,['Elise']
drinking-straw glasses (Pink),Pink,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthStraw2.png,['Elise']
drinking-straw glasses (Green),Green,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthStraw0.png,['Elise']
drinking-straw glasses (Blue),Blue,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthStraw1.png,['Elise']
elegant masquerade mask (Red),Red,False,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMasquerade0.png,From player catalog after 27th home
elegant masquerade mask (Blue),Blue,False,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMasquerade1.png,From player catalog after 27th home
eye gauze,,False,140,35,Able Sisters,,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGauze0.png,"['Tabby', 'Hospital']"
eye mask (Gray),Gray,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask2.png,['Olivia']
eye mask (Red),Red,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask5.png,['Olivia']
eye mask (Pink),Pink,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask1.png,['Olivia']
eye mask (Orange),Orange,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask4.png,['Olivia']
eye mask (Green),Green,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask3.png,['Olivia']
eye mask (Blue),Blue,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask0.png,['Olivia']
eye patch,,False,140,35,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPatchBlack.png,['Rod']
facial mask,,False,560,140,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPackWhite.png,"['Pango', 'Jambette', 'Gigi', 'Cleo', 'Gwen']"
fake nose,,False,490,122,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthNoseRed.png,From player catalog after 27th home
flower sunglasses (Red),Red,False,770,192,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower0.png,['Shari']
flower sunglasses (Orange),Orange,False,770,192,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower1.png,['Shari']
flower sunglasses (Green),Green,False,770,192,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower4.png,['Shari']
flower sunglasses (Blue),Blue,False,770,192,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower2.png,['Shari']
flower sunglasses (Purple),Purple,False,770,192,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower3.png,['Shari']
food mess,,False,490,122,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPasta.png,From player catalog after 27th home
funny glasses (Pink),Pink,False,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyes1.png,"['Rosie', 'School']"
funny glasses (Blue),Blue,False,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyes2.png,"['Rosie', 'School']"
funny glasses (Brown),Brown,False,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyes0.png,"['Rosie', 'School']"
gas mask (Black),Black,False,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthGasmask0.png,['Rocco']
gas mask (Avocado),Avocado,False,1100,275,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthGasmask1.png,"['Vladimir', 'Rocco']"
glass-bottle glasses,,False,1100,275,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBottleBlack.png,"['Elise', 'School']"
goatee,,False,980,245,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBeardChinBlack.png,From player catalog after 27th home
goggles (Black),Black,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles0.png,"['Del', 'Bill', 'Scoot', 'Sylvia', 'Rory']"
goggles (Red),Red,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles5.png,"['Del', 'Bill', 'Scoot', 'Sylvia', 'Rory']"
goggles (Pink),Pink,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles2.png,"['Del', 'Bill', 'Scoot', 'Sylvia', 'Rory']"
goggles (Green),Green,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles3.png,"['Del', 'Bill', 'Scoot', 'Sylvia', 'Rory']"
goggles (Blue),Blue,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles1.png,"['Del', 'Bill', 'Scoot', 'Sylvia', 'Rory']"
goggles (Purple),Purple,False,560,140,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles4.png,"['Del', 'Bill', 'Scoot', 'Sylvia', 'Rory']"
handlebar mustache (Hair Color),,False,1120,280,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBeardBlack.png,['Elvis']
heart shades (Pink),Pink,False,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart0.png,"['Tutu', 'Gayle', 'Pompom', 'Margie', 'Bubbles', 'Elise', 'Bonbon']"
heart shades (Yellow),Yellow,False,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart1.png,"['Tutu', 'Gayle', 'Pompom', 'Margie', 'Bubbles', 'Elise', 'Bonbon']"
heart shades (Green),Green,False,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart4.png,"['Tutu', 'Gayle', 'Pompom', 'Margie', 'Bubbles', 'Elise', 'Bonbon']"
heart shades (Blue),Blue,False,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart2.png,"['Tutu', 'Gayle', 'Pompom', 'Margie', 'Bubbles', 'Elise', 'Bonbon']"
heart shades (Purple),Purple,False,1040,260,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeart3.png,"['Tutu', 'Gayle', 'Pompom', 'Margie', 'Bubbles', 'Elise', 'Bonbon']"
HMD,,False,2000,500,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHmdWhite.png,"['Frobert', 'Biff', 'Kitt']"
jester's mask (Black),Black,False,1760,440,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot0.png,['Pietro']
jester's mask (Red),Red,False,1760,440,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot1.png,['Pietro']
jester's mask (Green),Green,False,1760,440,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot2.png,"['Vladimir', 'Pietro']"
jester's mask (Blue),Blue,False,1760,440,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPierrot3.png,['Pietro']
Labelle sunglasses (Midnight),Midnight,False,2000,500,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate1.png,From player catalog after 27th home
Labelle sunglasses (Passion),Passion,False,2000,500,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate2.png,From player catalog after 27th home
Labelle sunglasses (Love),Love,False,2000,500,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate5.png,From player catalog after 27th home
Labelle sunglasses (Sunset),Sunset,False,2000,500,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate4.png,From player catalog after 27th home
Labelle sunglasses (Ocean),Ocean,False,2000,500,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate3.png,From player catalog after 27th home
Labelle sunglasses (Twilight),Twilight,False,2000,500,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassKate0.png,From player catalog after 27th home
ladder shades (Red),Red,False,880,220,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind0.png,['Jacques']
ladder shades (Pink),Pink,False,880,220,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind3.png,['Jacques']
ladder shades (Yellow),Yellow,False,880,220,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind4.png,['Jacques']
ladder shades (Green),Green,False,880,220,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind2.png,['Jacques']
ladder shades (Blue),Blue,False,880,220,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind1.png,['Jacques']
ladder shades (Gold),Gold,False,880,220,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind5.png,"['Jacques', 'Rowan']"
leaf,,True,,100,Crafting,,Not for sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthLeafGreen.png,"['Walt', 'Dotty']"
Luigi 'stache,,False,1200,300,Nook Shopping Promotion,Not available before March 1st 2021,Promotion,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthLuigi0.png,From player catalog after 27th home
Mario 'stache,,False,1200,300,Nook Shopping Promotion,Not available before March 1st 2021,Promotion,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthMario0.png,From player catalog after 27th home
masquerade mask (Black),Black,False,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian1.png,"['Moe', 'Pietro']"
masquerade mask (Red),Red,False,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian3.png,['Pietro']
masquerade mask (Purple),Purple,False,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian0.png,['Pietro']
masquerade mask (Gold),Gold,False,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian5.png,"['Pietro', 'Rowan']"
masquerade mask (Green),Green,False,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,accessories,False,False,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian4.png,['Pietro']
